name,date,text
"No último final de semana de agosto, a PRF apreendeu 7 toneladas de maconha no Paraná",28/08/2023 12h13,"
 A Polícia Rodoviária Federal (PRF) apreendeu entre, sexta (25) e domingo (27), 6,9 toneladas de maconha em várias partes do estado do Paraná.
 
 As ações, fruto de capacitações, investimento em tecnologia, e a posição geográfica do estado em relação ao país, que faz fronteira com dois países, causaram um prejuízo de cerca de R$ 150 milhões aos cofres do crime organizado.
 
 Na sexta, por volta do meio-dia, policiais apreenderam 155,21 quilos de maconha e uma pistola 9 mm em Cambé, na BR-369. A droga estava em um Ford Fusion.
 
  
 Mais tarde, por volta das 20h30, policiais rodoviários federais abordaram um motorista de caminhão, em Irati, na BR-277. O caminhão estava carregado com caixas plásticas vazias, daquelas utilizadas para transporte de hortifruti. Segundo o motorista, ele havia acabado de descarregar um carregamento de tomates em Cascavel (PR) e retornava para Jales (SP), de onde saíra. Os policiais, durante a vistoria, perceberam um forte cheiro de maconha e encontraram, escondidos, debaixo das caixas plásticas, 5.407 quilos da droga. Ele foi detido e a carga apreendida.
 
  
 Logo depois, a PRF apreendeu, com um casal paraguaio, mais de meia tonelada de maconha, que estavam escondidas em um tanque falso de combustível de um caminhão, fiscalizado em Francisco Alves (PR), na BR-272. Foi necessário o apoio do Corpo de Bombeiros para abrir o tanque e o casal foi detido. A droga iria para Umuarama (PR).
 
  
 Por volta das 22h45, em Cascavel (PR, na BR-277, PRFs apreenderam 336,2 quilos de maconha que estava sendo transportada em uma Parati, mas o condutor conseguiu fugir.
 
  
 No sábado (26), por volta das 10 horas, 32 quilos de maconha foram apreendidos com um casal em Guarapuava (PR). Houve uma tentativa de fuga, mas foram abordados alguns quilômetros a frente.
 
  
 Cerca de 15h30, a PRF apreendeu 13 quilos de maconha em Pato Branco (PR) com um passageiro de ônibus que fazia a linha de Santarém (PA) a Carazinho (RS).
 
  
 Em apoio à Polícia Militar, por volta das 17 horas, em Três Barras do Paraná (PR), ocorreu a apreensão de 353 quilos de maconha em uma caminhonete Amarok com queixa de roubo. O motorista foi detido.
 
  
 Cerca de 21 horas, em Candói (PR), na BR-373, policiais apreenderam uma pistola calibre 9 mm, além de 34 munições do mesmo calibre em dois carregadores transportados no interior de um veículo Palio. O motorista foi detido.
 
  
 No domingo (27), por volta das 9 horas, em Guarapuava (PR), na BR-277, policiais rodoviários apreenderam um fuzil calibre 5.56 e 87 munições, que estavam sendo transportados em um Kwid. Foram detidos o motorista e o passageiro por posse ou porte ilegal de arma de fogo de uso restrito.
 
  
 Mais tarde, por volta das 13 horas, em Guaíra (PR), na BR-163, foram apreendidos 100,5 quilos de maconha em um Ecosport. O motorista foi detido.
 
  
 Por volta das 22 horas, em Campina Grande do Sul (PR), na BR-116, foram apreendidos 69 quilos de maconha em um Prisma. Condutor e passageiro foram detidos.
 
 "
PRF e PM apreendem quase meia tonelada de maconha no Paraná,23/08/2023 15h46,"Na manhã desta quarta-feira (23), por volta das 6 horas, policiais rodoviários federais foram acionados para atendimento de um capotamento na BR-376, em Cambira (PR), região de Apucarana (PR). Chegando ao local, os policiais verificaram que o carro capotado se encontrava recheado de maconha, que após pesada, totalizou 485,55 quilos. O condutor fugiu e não havia sido localizado. A ação contou com o apoio da Polícia Militar. O veículo e a droga foram entregues à polícia judiciária."
"À noite, PRF flagra um veículo por minuto acima da velocidade permitida no Paraná",23/08/2023 11h26,"
 A Polícia Rodoviária Federal (PRF) realizou, na noite de terça (22), fiscalização de velocidade utilizando um radar fotográfico do tipo portátil. O local escolhido foi a BR-376, na altura do km 596, em Curitiba.
 
 Durante duas horas de fiscalização, 133 veículos foram flagrados transitando acima do limite de velocidade permitido para o local, que é de 80 km/h - para veículos leves e pesados -, resultando numa média de um flagrante por minuto.
 
 No domingo (20), no mesmo local, mas de dia, em quatro horas de fiscalização, a PRF flagrou 556 veículos acima da velocidade, uma média de dois flagrantes por minuto.
 
 Dependendo da velocidade, o motorista é autuado em R$ 880,41 e ainda tem a CNH suspensa imediatamente, além de sete pontos na carteira.
 
 
  A fiscalização de velocidade por radar desempenha um papel importante na prevenção de acidentes de trânsito e na segurança de todos os usuários das vias.
 
 
 
  Ela reduz acidentes, pois a
  
   velocidade excessiva é uma das principais causas de acidentes de trânsito. Os radares ajudam a controlar a velocidade dos veículos, reduzindo a probabilidade de acidentes graves e colisões.
  
 
 Além disso, ao controlar a velocidade, os radares podem salvar vidas. Velocidades mais baixas significam que, em caso de acidente, o impacto será menos grave, o que pode levar a menos lesões fatais. Também, ao dirigir em velocidades mais moderadas, os motoristas têm um tempo maior para reagir a situações inesperadas, como um veículo que freia repentinamente à sua frente, um pedestre atravessando a rua ou um obstáculo na pista.
 
 
  
   
    
     O controle de velocidade ajuda a manter um fluxo de tráfego mais constante e uniforme. Isso reduz congestionamentos, evita frenagens bruscas e diminui o risco de engarrafamentos.
    
   
  
 
 
 
  
   
    
     A PRF
     
      realiza fiscalizações com radares de dia e de noite e apenas em locais onde há registro de acidentes. Isso ajuda a alertar os motoristas sobre possíveis perigos e os incentiva a diminuir a velocidade.
      
       A presença das viaturas com os sistemas de iluminação ligados, policiais e radares ajudam a conscientizar os motoristas sobre a importância de respeitar os limites de velocidade e as regras de trânsito. Isso contribui para uma cultura de direção mais segura entre os motoristas.
      
     
    
   
  
 
 
 
  
   
    
     
      
       No ano de 2023, a PRF registrou, nas rodovias federais que cortam o Paraná, quase 1,5 mil acidentes graves, que é aquele tipo de acidente onde há, pelo menos, uma vítima grave ou morta. E a concentração desses acidentes graves se dá nos horários onde a iluminação natural se torna prejudicada, conforme gráfico abaixo (acidentes graves, por dia da semana e horário):
      
     
    
   
  
 
 
  
 
  
   
    
     
      
       Algumas imagens dos flagrantes:
      
     
    
   
  
 
 
 
  
   
    
     
      
       
     
    
   
  
 
"
"Em menos de 8 horas, PRF apreende quase 1 milhão de maços de cigarros no Paraná",22/08/2023 17h27,"A Polícia Rodoviária Federal (PRF) apreendeu no Paraná, apenas na manhã e tarde desta terça-feira (22), quase 1 milhão de maços de cigarros contrabandeados.  Em Toledo, região Oeste do Estado, foi retido um caminhão com aproximadamente 250 mil maços de cigarros. O motorista desobedeceu a ordem de parada e fugiu por cerca de 10 quilômetros até que arremessou o caminhão em uma plantação de milho e saltou do veículo em movimento. Foram realizadas buscas, mas ele não foi localizado. Já em Francisco Alves, também no Oeste, foi apreendida uma carreta carregada com 450 mil maços de cigarros. O condutor chegou a parar o veículo na abordagem, mas fugiu e não foi mais localizado. Em Cambé, Norte do Paraná, uma carreta foi abordada pois fazia zigue-zague entre a pista e o acostamento. Os policiais então constataram que transportava cerca de 250 mil maços de cigarros estrangeiros.  O motorista foi preso.    "
Adolescente é abandonada com 300 quilos de maconha no Paraná,22/08/2023 16h03,"Na tarde de hoje (22), a Polícia Rodoviária Federal (PRF), em ação conjunta com o Serviço de Inteligência da Polícia Militar de Toledo/PR, apreendeu um veículo carregado com 306 quilos de maconha.  A ação ocorreu na rodovia PR-315, que dá acesso a Assis Chateaubriand. O motorista não obedeceu ordem de parada, abandonou o carro em um milharal e fugiu em meio a lavoura. Ele deixou para trás a droga e a passageira, a namorada de 16 anos. A jovem também tentou fugir, mas foi apreendida.     "
Veículo bate e pega fogo ao fugir da PRF em Cascavel/PR,22/08/2023 15h40,"Um veículo foi destruído por um incêndio na manhã desta terça-feira (22), em Cascavel/PR, depois que o motorista fugiu da Polícia Rodoviária Federal (PRF) e bateu em uma árvore.   Em fiscalização de trânsito, a equipe PRF acompanhou um veículo que realizava manobras irregulares enquanto transitava pela BR-277.  Foi dada a ordem de parada ao condutor, mas ele ignorou e fugiu para uma estrada rural. O veículo foi seguido até que em determinado momento, o motorista perdeu o controle de direção e bateu numa árvore. O suspeito fugiu pela mata.  Assim que os policiais chegaram próximo ao veículo, ele incendiou e não foi possível identificar se roubado ou furtado.  O que sobrou do veículo e da mercadoria foi encaminhado à Receita Federal.   "
Lanterna traseira quebrada termina em apreensão de carga de cocaína avaliada em cinco milhões,22/08/2023 14h51,"Durante fiscalização de trânsito na BR-369, em Londrina (PR), policiais rodoviários federais avistaram um sedan com a lanterna traseira quebrada. O veículo foi abordado e durante a fiscalização descobriram que a lanterna quebrada escondia um fundo falso onde estavam 29 quilos de cocaína. A motorista do carro, uma mulher de 33 anos, foi presa e confessou aos policiais que transportava a droga de Cascavel (PR) para Londrina (PR). O prejuízo para a criminalidade chega perto de mais de cinco milhões de reais. Assista aqui:   "
PRF apreende quase 5 toneladas de maconha em caixas de isopor gigantes,22/08/2023 11h07,"Policiais Rodoviários Federais encontraram na tarde de ontem (21) quase cinco toneladas de maconha escondidas em uma carga de isopor industrial. A apreensão aconteceu em Cambé (PR), na BR-369 e a carreta que transportava foi parada porque os agentes visualizaram que a carga estava mal amarrada e oferecia risco ao trânsito. Durante a fiscalização da carreta e da carga os policiais sentiram um forte cheiro de maconha e ao abrir parte da carga, perceberam que os dois grandes blocos de isopor que ocupavam toda a carroceria da carreta eram na verdade ocos e estavam recheados de pacotes de maconha. Dentro de cada um dos blocos estavam mais de duas toneladas da droga. Ao todo, 4.516 quilos de maconha foram retirados de circulação. Foi necessário o uso de um guindaste para a retirada das caixas. De acordo com os agentes que participaram da apreensão, a engenhosidade para a ocultação da droga surpreendeu a equipe: “quando abordamos a carreta e verificamos a carga, parecia se tratar de dois imensos blocos sólidos de isopor, só depois de desamarrar os cabos percebemos que parte superior dos blocos era uma tampa e dentro de cada um havia dois compartimentos cuidadosamente preparados para acondicionar a maconha”. À equipe da PRF o motorista confessou que pegou a carga em Matelândia (PR), região Oeste do Paraná, e a levaria até a cidade de São Paulo (SP). O motorista foi preso e a droga e o caminhão apreendidos. Assista aqui: "
Delegacia da PRF em Cascavel tem novo chefe,18/08/2023 11h29,"O novo chefe da Delegacia da Polícia Rodoviária Federal (PRF) em Cascavel foi empossado ontem (17). A cerimônia foi realizada  na Câmara de Vereadores de Cascavel e contou com a presença do superintendente da PRF no Paraná, Fernando César Oliveira, além do prefeito de Cascavel e outras autoridades.  O PRF Jorge Lúcio dos Santos Coelho recebeu a função do PRF Ricardo Schneider, que chefiou a delegacia por nove anos. Formado em Direito e mestre em Administração, Coelho atuou na Força Aérea Brasileira de 97 até 2012 quando se tornou policial rodoviário federal. Já foi chefe do Núcleo de Policiamento e Fiscalização da Delegacia PRF em Guaíra e chefe da Delegacia em Guarapuava.  O novo chefe destacou a importância de assumir o comando de uma das delegacias mais importantes do Paraná e do Brasil. ""Quase 25 toneladas de drogas foram apreendidas pelas equipes da delegacia nos primeiros sete meses de 2023, meia centena de traficantes presos, em quatro anos foram 100 toneladas de drogas. Além disso, temos uma importante rodovia que corta a cidade, a BR-277, por isso, junto com as autoridades do Município e lideranças locais precisamos fazer um bom trabalho para otimizar o fluxo viário"", frisou o PRF Coelho.  O superintendente da PRF no Paraná enfatizou que a delegacia é estratégica para a PRF não apenas pela posição geográfica, mas pela dedicação do efetivo que resulta em números expressivos. ""No primeiro semestre deste ano, a PRF apreendeu três vezes mais cocaína, quase quatro vezes mais crack, 60% mais cargas de maconha, são 80 toneladas de drogas no Paraná, 25 delas aqui pela delegacia de Cascavel, o número é significativo, aproximadamente um terço do total, o que demonstra importância da delegacia"", enfatizou Fernando Oliveira O superintendente ainda salientou a necessidade para o combate ao crime e a segurança viária da integração entre os órgãos em todas as esferas, inclusive com o poder legislativo a fim de angariar recursos e fortalecer a polícia.  Confira as fotos da cerimônia aqui.    "
"Durante fuga, suspeito abandona namorada grávida com maconha no Paraná",18/08/2023 09h51,"A Polícia Rodoviária Federal (PRF) deteve na tarde de quinta-feira (17) em Terra Roxa (PR), a passageira de um carro que foi apreendido com 99 quilos de maconha. A equipe PRF deu ordem de parada ao condutor de um VW Voyage, que desobedeceu e fugiu por diversos quilômetros na BR-272, quando colidiu seu carro em um buraco numa estrada de terra. Ele abandou a namorada no veículo e se escondeu em área de mata, e não foi mais localizado. A passageira, que alegou estar grávida de dois meses do condutor, também tentou fugir, mas foi detida. Ela informou aos policiais que veio junto com o namorado de Barigui (SP) para buscar a droga em Guaíra (PR).  A mulher poderá responder pelos crimes de tráfico de drogas e desobediência. A ocorrência foi encaminhada para a Delegacia de Polícia Civil de Terra Roxa. Assista aqui:   Com informações da BDCom PRF em Guaíra."
PRF no Paraná busca empresas para contratação de manutenção predial,17/08/2023 15h30,"A Polícia Rodoviária Federal (PRF) no Paraná abriu processo para a contratação, por meio de licitação, de empresas de manutenção predial. A manutenção predial abarca os serviços comuns de manutenção predial de infraestrutura civil, elétrica, hidráulica, sistemas de combate a incêndio, sistema de proteção de descargas atmosféricas, cabeamento estruturado, revitalização e readequação da identidade visual, bem como a reconstituição das partes civis afetadas dos imóveis. O diferencial da contratação está em sua modalidade, que será sob demanda. A empresa vencedora será acionada apenas nos casos em que seja necessária uma intervenção nos imóveis sob responsabilidade da PRF e alcança tanto as Unidades Operacionais (postos), quanto as Administrativas (sede da PRF e Delegacias espalhadas pelo Paraná). Para a empresa vencedora, será uma contribuição direta para aprimorar as condições dos locais estratégicos da PRF, garantindo um ambiente mais seguro e funcional para os policiais e o público em geral e com isso, além de ser uma oportunidade de mostrar sua expertise em diversas áreas de manutenção predial, destacando-se como uma empresa confiável e qualificada no mercado. Além disso, a revitalização e readequação da identidade visual trazem consigo a oportunidade de posicionar a empresa como uma parceira da modernização e inovação. A sessão do pregão está agendada para o dia 23 de agosto (quarta-feira), às 10 horas. O processo de registro de lances já está em andamento e pode ser feito pelo Comprasnet, no site www.compras.gov.br. Os lances serão registrados até antes do início e podem ser feitos clicando aqui. Dúvidas podem ser esclarecidas junto à Comissão Permanente de Licitações, pelo e-mail cpl.pr@prf.gov.br. "
PRF flagra criança sendo transportada em carro recheado de cigarros no Paraná,17/08/2023 14h09,"Nesta quinta (17), por volta das 13 horas, policiais rodoviários federais abordaram um homem que conduzia um Renault Scénic na BR-277, em Santa Terezinha de Itaipu (PR). Durante a vistoria, os policiais verificaram que estavam no veículo, pai, mãe e uma criança de quatro anos de idade. Mas o que mais chamou a atenção dos policiais foi a presença de cerca de quatro mil maços de cigarros que eram transportados com uma criança a bordo, filho do casal. A criança é utilizada como fator distrator na tentativa de se ludibriar a fiscalização policial, mas neste caso não tiveram sucesso. Além disso, o casal já tem registro criminal pelo mesmo fato, inclusive com a criança sendo utilizada com essa função, em novembro de 2022 em Foz do Iguaçu (PR) e em abril de 2023, em Londrina (PR). Diante dos fatos, o casal foi detido por contrabando de cigarros e corrupção de menor. A criança será entregue ao Conselho Tutelar para as providências cabíveis. Assista aqui: "
PRF apreende mais de 4 toneladas de maconha em Guarapuava (PR),17/08/2023 13h31,"Na quarta (16), por volta das 20h30, durante fiscalização na unidade operacional do Guará, policiais rodoviários federais deram ordem de parada a um motorista de caminhão na BR-277. O caminhão estava carregado com caixas para transporte de verdura e em razão das contradições apresentadas pelo motorista durante a abordagem, a equipe aprofundou na busca e encontrou atrás das caixas, no fundo do baú, 4.208 quilos de maconha. O motorista, de 33 anos, foi detido e encaminhado à polícia judiciária para o registro do crime de tráfico de drogas. Com essa apreensão, a PRF, no Paraná, já apreendeu cerca de 90 toneladas da droga, representando um prejuízo de cerca de R$ 195 milhões. Assista aqui.  Com informações da BDCom PRF em Guarapuava."
Cães da PRF encontram 68kg de cocaína em picape de luxo.,16/08/2023 16h18,"A equipe do Grupo de Operação com Cães da PRF, apreendeu 68,9 quilos de Cocaína nos pneus de picape luxo, abordada em São Luiz do Purunã, na região Metropolitana de Curitba, na tarde desta terça-feira (15). A droga estava dentro de pneus que estavam em uso da Dodge RAM que vinha de Dourados, no Mato Grosso do Sul, mas  registrada e com destino à Curitiba. Além do motorista, de 30 anos, uma mulher de 24 anos também foi presa em flagrante por tráfico de drogas. Ambos são naturais do estado do Mato Grosso do Sul.As drogas foram encontradas pelo “recrutas” da matilha de farejadores da PRF no Paraná (foto): os cães policiais Charlie e Atena, que chegaram ao estado neste semestre e estão sendo treinados para atuarem nas rodovias do Estado."
PRF apreende mais de 60 quilos de cocaína no Paraná,15/08/2023 16h54,"A Polícia Rodoviária Federal (PRF) apreendeu 64,2 quilos de cocaína, na tarde de terça (15), em Prudentópolis (PR). Por volta das 13 horas, policiais rodoviários federais abordaram um motorista de 49 anos, que conduzia uma caminhonete na BR-277. Em vistoria, os policiais encontraram diversos tabletes de cocaína espalhados por diferentes locais do veículo. Retirando o apoio de pé existente nesse modelo de caminhonete (GM Montana), eles tiveram acesso a um compartimento embaixo da caçamba que estava recheado com a droga; também foi encontrado cocaína dentro do painel, junto ao filtro de ar, localizado no compartimento do motor, no interior das soleiras, laterais do forro da caçamba e caixa de roda.  Aos policiais, o motorista disse que estaria se deslocando de Foz do Iguaçu (PR) para Curitiba (PR), para entregar a caminhonete. Ele foi detido e encaminhado para a polícia judiciária para o registro do crime de tráfico de drogas."
"Em fim de semana movimentado, PRF apreende mais de 2 toneladas de drogas no Paraná",14/08/2023 11h55,"
 
  Desde a noite da última sexta-feira (14), a PRF apreendeu 2.383,45 quilos de droga em diversas ocorrências por todo o Paraná. A estimativa de valor de mercado das apreensões é de aproximadamente cinco milhões de reais. Quatro pessoas foram presas em flagrante.
 
 
 
 
  Cascavel
 
 
 
  Apreensão de 385,9 kg de maconha após fuga de uma Fiat Strada. Condutor do veículo derrubou o portão de uma empresa e só parou após o veículo ficar imobilizado no trilho de trem. Condutor conseguiu fugir. Veículo apresentava queixa de roubo.
 
 
 
 
 
 
  
  
 
 
 
  Astorga
 
 
 
  331 kg de maconha apreendidos no interior de um Chevrolet Prisma.
 
 
 Policiais receberam denúncia de que o veículo transitava colocando em risco a vida de outros usuários da via.
 
 Após alguns quilômetros a equipe policial avistou o veículo e tentou abordá-lo, porém sua condutora não obedeceu a ordem e empreendeu fuga em alta velocidade. Houve a necessidade do acompanhamento tático e em determinado momento, a condutora perdeu o controle da direção, saiu da pista e colidiu em uma árvore.
 
 Duas mulheres, de 21 e 27 anos, foram presas
 
 
 
 
 
 
  
  
 
 
 
  Prudentópolis
 
 
 
  Apreensão de 319,12 kg de maconha e 10 kg de skuk no interior de um Toyota Etios com adulteração de sinais identificadores. Condutor fugiu.
 
 
 
  
   
 
 
 
  Guaíra
 
 
 
  Apreendidos 88,43 kg de maconha em um Volkswagen Parati. Condutor preso.
 
 
 
  
   
 
 
 
  Alto Paraná
 
 
 
  1249 kg de maconha transportados em uma SUV (VW Touareg) Condutor preso.
 
 
 
 
 
 
  
   
 
 
 
  Auxílio a parto
 
 
 
  
  
 
 Além de trabalhar no combate ao crime, a PRF ainda presta diversos outros serviços à sociedade, como atendimentos a acidentes, orientações de trânsito, fiscalizações diversas. Mas, na madrugada de domingo, nossos policiais também auxiliaram em um parto emergencial, em Ibiporã.
 
 
  
   Leia aqui
  
 
 
 
 
"
"No dia dos pais, PRF realiza parto dentro de veículo em Ibiporã/PR",13/08/2023 11h30,"No início da madrugada deste domingo de dia dos pais (13), policiais rodoviários federais realizaram o parto de emergência de um bebê dentro de um veículo em Ibiporã/PR, em frente à unidade da PRF.  A mãe do bebê, uma jovem de 29 anos, junto com seus familiares, procurou auxílio dos policiais ao perceber que já estava em trabalho de parto e que não havia tempo para chegar até uma unidade de saúde.  Ao iniciarem o atendimento e observarem que o parto já estava em andamento,  os policiais agiram de forma rápida e eficiente, prestando todo o apoio necessário para a chegada da criança ao mundo. Após, mãe e bebê foram encaminhados, com o auxílio do Corpo de Bombeiros do Paraná (Siate), ao Hospital Cristo Rei, no mesmo município. O bebê, que recebeu o nome de Emanuel, nasceu com 2.560 gramas e 46 cm e está saudável. O seu nascimento foi motivo de comemoração e muita emoção entre os policiais. A PRF treina todos os seus policiais para atendimento pré-hospitalar, incluindo, na grade curricular de formação, a realização de partos emergenciais.   "
PRF resgata adolescente em situação de risco em Ponta Grossa/PR,11/08/2023 11h00,"Policiais rodoviários federais resgataram no início da noite desta quinta-feira (10), em Ponta Grossa/PR, um adolescente em situação de vulnerabilidade. O garoto de 12 anos havia fugido de casa, em Tibagi/PR, e estava indo até a casa da sua avó.  Ao ser encontrado pela equipe policial na BR-376, após comunicação pelo Corpo de Bombeiros do Paraná, o adolescente havia caminhado por 25 quilômetros e estava cansado e com fome.  O adolescente foi acolhido pelos policiais e encaminhado para atendimento pelo Conselho Tutelar da cidade.  *Imagem ilustrativa"
PRF apreende carga milionária de cocaína em fundo falso de veículo em São José dos Pinhais/PR,11/08/2023 09h34,"Na noite desta quinta-feira (10), em São José dos Pinhais/PR, Policiais Rodoviários Federais localizaram quase 30 quilos (29,58 kg) de cocaína, que estava escondida em fundo falso em um automóvel. A droga foi encontrada com o auxílio de cão de grupo especializado da PRF. A carga de cocaína, tem valor estimado em dois milhões e meio de reais. Os dois ocupantes do veículo foram presos em flagrante por tráfico de drogas. Ocorrência encaminhada para a Polícia Civil de São José dos Pinhais/PR.     "
PF e PRF deflagram operação conjunta na região oeste do Paraná,10/08/2023 08h21,"A Polícia Federal – PF em Foz do Iguaçu/PR e a Polícia Rodoviária Federal(PRF) – através de sua Corregedoria, deflagraram, na data de hoje, 10/08/2023, a OPERAÇÃO SPOLIARE, para desarticular esquema envolvendo servidores públicos suspeitos de estarem, sistematicamente, desviando mercadorias apreendidas dando destinação diversa da determinada em lei com intuito de obterem vantagens financeiras ilícitas, além de facilitarem ações de particulares envolvidos com contrabando e descaminho. A investigação teve início com a Corregedoria PRF e evoluiu para a instauração de um procedimento na Polícia Federal e contou com o apoio do Ministério Público. Nesta fase ostensiva das investigações, mais de 150 policiais federais e 56 policiais da Corregedoria da PRF, cumpriram 55 (cinquenta e cinco) mandados de busca e apreensão, 07 (sete) mandados de prisão cautelar, 11 (onze) mandados de afastamento da função pública e 2 (dois) mandados de sequestro de bens. As ações ocorreram nas cidades de Foz do Iguaçu/PR, Santa Terezinha de Itaipu/PR, São Miguel do Iguaçu/PR, Medianeira/PR, Céu Azul/PR, Cascavel/PR, Toledo/PR, Telêmaco Borba/PR, Curitiba/PR e São Paulo/SP. As ordens judiciais foram expedidas pela 3ª Vara Federal de Foz do Iguaçu/PR. Dos sete mandados de prisão cautelares expedidos, quatro foram em desfavor de policiais rodoviários federais - um deles já aposentado, e três para particulares. Outros sete policiais rodoviários federais investigados serão afastados de suas funções e responderão a processo administrativo disciplinar, dentro da própria PRF, que pode resultar na pena de demissão, respeitado o devido processo legal. Também foi possível coletar elementos probatórios de que os envolvidos realizavam vendas dos produtos em plataformas de comércio eletrônicos, ou, contavam com auxílio de particulares para dar destinação ao material, normalmente enviado para o Estado de São Paulo. Os servidores públicos envolvidos responderão por delitos funcionais previstos como crimes contra Administração Pública, e, se condenados, estarão sujeitos a penas máximas que somadas ultrapassam 30 (trinta) anos de prisão. Já os particulares, que em diversas situações agiram em conluio com aqueles, também responderão criminalmente por suas condutas. O nome da Operação Policial é uma palavra de origem latina que significa “esbulhar da posse; privar de alguma coisa ilegitimamente, tirando-a por fraude ou violência; esbulhar da posse de alguma coisa; roubar.” fazendo alusão às condutas ilícitas praticadas pelos suspeitos. Comunicação Social da PRF no Paraná.https://wa.me/554192064184imprensa.pr@prf.gov.br Comunicação Social da Polícia Federal em Foz do Iguaçu/PRCS/PF/Fozcs.foz@pf.gov.br Disque-Denúncia(45) 99116-8691 (telefone/WhatsApp)"
"Em uma semana, novo helicóptero da PRF faz 18 atendimentos pelo SUS no Paraná",09/08/2023 12h19,"A Polícia Rodoviária Federal realizou, nos primeiros sete dias deste mês, com o serviço aeromédico, 18 atendimentos a pessoas em situação de risco de vida, desde a retomada do serviço no dia 1º. O serviço é prestado na Região Metropolitana de Curitiba, em apoio aos órgãos do Sistema Único de Saúde (SUS). Considerando a primeira semana da retomada do atendimento nesta modalidade, a média de resgates é de mais de 2,5 ocorrências por dia. A equipe de resgate opera 12 horas por dia, realizando resgates e remoções de pacientes críticos, além de atender a outras necessidades emergenciais do sistema de saúde. Nestes primeiros dias, foram mais de 25 horas contínuas de vôo. A PRF está operando em parceria com os demais órgãos do Sistema Único de Saúde (SUS), inclusive, nesta primeira semana, realizou atendimento simultâneo, à vítimas de acidente de trânsito, com aeronave da Polícia Militar HISTÓRICOA PRF realizou o serviço no estado no período de 2006 a 2016, agilizando o atendimento de milhares de vítimas de acidentes e de outras situações de risco à vida. Desde então, o serviço estava suspenso. EQUIPAMENTOSerá utilizada uma aeronave de asa rotativa (helicóptero), modelo Koala AW119, de fabricação italiana, adquirida pela PRF por R$ 30 milhões. Ela tem capacidade para o transporte de até oito pessoas (um piloto, um copiloto, um operador aerotático e outros cinco passageiros).   "
PRF apreende caminhão com suspensão totalmente irregular,07/08/2023 10h59,"Durante fiscalização de rotina, na BR-116, em Mandirituba/PR, a Polícia Rodoviária Federal (PRF) abordou um caminhão com mais de 2 metros de altura na parte traseira. A legislação prevê que o caminhão possa transitar com até 2 graus de alteração, ou seja, 3,5 cm, desde que passe por inspeção do INMETRO. O veículo em questão transitava com 10 cm de alteração e não possuía autorização. Além disso, o veículo tinha outras irregularidades como placa dianteira afixada no parabrisa, que também estava quase todo encoberto por adesivos e falta de barras laterais de proteção.  O veículo foi autuado e removido ao pátio da PRF, onde ficará até que sejam regularizadas todas as modificações. A PRF alerta que alterações na suspensão comprometem a segurança dos veículos e coloca todos em risco, devido a possibilidade de acidentes. A modificação na suspensão pode levar a perda de estabilidade e controle de direção, especialmente em curvas ou em necessidade de frenagens bruscas.  "
PRF localiza 28 kg de cocaína escondidos em tanque de combustível em Londrina/PR,07/08/2023 09h53,"Policiais rodoviários federais apreenderam no último sábado (5), em Londrina/PR, 28 kg de cocaína que estavam escondidos no tanque de combustível de um automóvel. A equipe policial iniciou a abordagem para verificar a manobra brusca realizada pelo condutor e localizou a droga ao aprofundar a fiscalização.  Imersos no combustível do veículo, estavam 27 tabletes de cocaína envoltos em bexigas. A droga tem valor de mercado estimado em mais de um milhão de reais.  O condutor, um homem de 22 anos, foi preso em flagrante por tráfico de drogas. A ocorrência foi encaminhada para a polícia civil da região.   "
PRF apreende mais de 800 quilos de maconha no Oeste do Paraná,07/08/2023 09h06,"A Polícia Rodoviária Federal (PRF) apreendeu 838 quilos de maconha na região Oeste do Paraná, neste fim de semana.  Em São Miguel do Iguaçu, foram retidos 480 quilos da droga que era transportada em um automóvel roubado. Os PRFs faziam fiscalização na BR-277, na noite de sábado (05), quando tentaram parar o carro, mas o condutor fugiu.  Após acompanhamento tático, o motorista perdeu o controle de direção e saiu da pista. O condutor escapou por um matagal. O carro estava completamente carregado de maconha.  O veículo circulava com placas falsas e foi roubado em São José dos Pinhais/PR, em maio deste ano.  Em Guaíra, na noite de domingo (06), em frente à Unidade Operacional na BR-163, a equipe tentou abordar um carro, mas o motorista não obedeceu a ordem de parada e fugiu para o centro da cidade.  O veículo foi encontrado abandonado e continha maconha sobre o banco traseiro e no porta-malas, que totalizaram 358 quilos.   "
"Após tombamento de carreta, PRF apreende 2 toneladas de maconha no Paraná",01/08/2023 14h34,"A Polícia Rodoviária Federal (PRF) apreendeu, após um tombamento de carreta, 1,9 tonelada de maconha e nove quilos de skunk em Balsa Nova (PR).  Após ser acionados para atender a um acidente na BR-277, onde um caminhão tombou derramando a carga de soja na rodovia, policiais rodoviários federais encontraram, em meio a carga espalhada na rodovia, diversos tabletes e fardos de maconha. Após a pesagem, a droga totalizou 1,9 tonelada. Além da maconha, nove quilos de skunk também foram encontrados. O motorista não foi encontrado, apesar das buscas nas imediações do local do acidente. A droga e o caminhão foi encaminhado para a polícia judiciária para o registro do crime de tráfico de drogas. "
